"","X1","X2","X3","X4","X5","X6","X7","X8","X9","X10","X11","X12","X13","X14","X15","X16","X17","X18","X19","X20","X21","X22","X23","X24","X25","X26","X27","X28","X29","X30","X31","X32","X33","X34","X35","X36","X37","X38","X39","X40","X41","X42","X43","X44","X45","X46","X47","X48","X49","X50","X51"
"1",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,0.50747396971262,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"2",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"3",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"4",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"5",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"6",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"7",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"8",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"9",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"10",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"11",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"12",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"13",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"14",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"15",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"16",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"17",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"18",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"19",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"20",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"21",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"22",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"23",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
"24",-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657,-2.61627308765657
