member1,member2,member3,member4,member5,member6,member7,member8,member9,member10,member11,member12,member13,member14,member15,member16,member17,member18,member19,member20,member21,member22,member23,member24,member25,member26,member27,member28,member29,member30,member31,member32,member33,member34,member35,member36,member37,member38,member39,member40,member41,member42,member43,member44,member45,member46,member47,member48,member49,member50,member51
1.32113845363144,1.38966334842666,1.41704752144558,1.47206462744388,1.54993697477616,1.62485718205025,1.67657663726549,1.79643566617584,1.74784368631872,1.81780493397117,1.93360405661911,1.92760883305788,2.05757441325544,2.05579422405002,2.14916423743009,2.14782861031264,2.24805911485626,2.20514942431438,2.22753623913519,2.34940779022509,2.31053869085263,2.39139721016088,2.30674426521795,2.40004901206183,2.39179580729124,2.36481796372252,2.38396207674011,2.34075175959668,2.42592411804293,2.32878040486448,2.46308953740581,2.44365950225063,2.30142970974497,2.29425619458702,2.3371312800612,2.24945049748934,2.27762333657419,2.20393981176012,2.19478414494314,2.05832774166098,2.10209075932398,2.05285578780094,1.98218360108656,1.91582495229993,1.84559266913446,1.82952551294882,1.70913168743068,1.66745045543118,1.62726447364682,1.5303243832641,1.49191226378104
1.02329214034745,1.10845402447008,1.24219668589716,1.31635749270728,1.15610128409505,1.40815723843107,1.371239357061,1.50553086153054,1.37390139007556,1.50851122499043,1.48257687827503,1.65787048506291,1.77239611083568,1.75354445251762,1.69618687296052,1.64900923219671,1.83522549043909,1.94039320612356,1.87520875507395,1.80871257160058,1.81201985562257,1.94414892236339,1.88708758683453,2.13209503927994,2.0714260296537,2.23967361176454,2.11505474856338,1.97926230519513,1.88093455129629,1.88984940405044,1.98683103471186,1.79681129243802,1.8733003601108,2.06261691568931,1.96997576988367,1.76630953276748,1.64324007447054,1.7459429577267,1.82374119663875,1.7943640455116,1.71390244842754,1.79399646007529,1.54749864316617,1.61709499590373,1.62312932376322,1.59804464959799,1.50948640574728,1.37837277717329,1.34853523587141,1.25938685046971,1.29915057870177
1.32334781348152,1.43892051474701,1.33543327705992,1.54278357418597,1.5035585896245,1.60354982016154,1.74518514111111,1.65055158885831,1.860118015072,1.75023213685604,1.93755319461134,2.08712689730047,1.97123823275173,2.01552834350484,2.27875423228542,2.19854324284159,2.16775561139994,2.3784891755576,2.23414825670635,2.20300009201337,2.38493834308329,2.44857209516879,2.3999265897076,2.30903479562543,2.44505219746035,2.2906004199744,2.36314434424063,2.45717749033249,2.37921583062546,2.36704635780568,2.47112195957178,2.40008332340052,2.52589042553031,2.34356633114877,2.23883181366756,2.28740653056659,2.33500111294627,2.30361476953121,2.12468113590833,2.00166995948958,1.94410166808575,1.92894006403517,2.09471034791766,1.9141524189787,1.75889934395024,1.8352090224068,1.72403425043884,1.61410745300924,1.69499336056758,1.52457480670711,1.48437364232082
1.28821140860217,1.41375375869763,1.41384476470741,1.69486441837821,1.56814475539158,1.83484803537754,1.65643737990489,1.8804478235222,1.82225566574132,2.04466195099518,1.96715139967572,2.18157416961889,2.04012281333093,2.1419029368587,2.17060194209706,2.17866174293337,2.26232720886486,2.53921788806171,2.28827978210378,2.32298323831965,2.44706900303767,2.43242302624097,2.46564658766489,2.66138714764371,2.29150181168648,2.67914000876601,2.53990529224101,2.58886517964266,2.3308745586533,2.5370031675585,2.31333734217327,2.52560375986714,2.56927181418137,2.50101832084426,2.39929673170545,2.44576751034673,2.25415026030958,2.43337491249411,2.31735183916873,2.28536873006577,2.16724932832564,2.18511199731459,2.16235584006569,1.99197270445241,2.11330166301607,1.83844715479222,1.85023143764831,1.48198771124593,1.74078916075582,1.7404139075113,1.51396441943274
1.4234301501713,1.61326676425034,1.49338942742034,1.5990900280755,1.45021617975688,2.07038166460951,1.94798518291472,2.06301206147145,2.10515630279526,2.1162541190987,2.11450563286441,2.20996704050857,2.20154743273307,2.39126947073611,2.41660665126019,2.26559257346978,2.38710262703945,2.74672960124417,2.37553196611755,2.66664716904772,2.70358920393225,2.43154331097736,2.65638871324402,2.83872603011097,2.62540736648597,2.67702158876156,2.70209370264049,2.66131447658501,2.64536637671098,2.45417641364191,2.31628260212795,2.41550638003135,2.99771530788372,2.76270121559263,2.55521525317072,2.34708487953184,2.69346184342701,2.43225841444226,2.40802096288851,1.94274624909978,2.27523704211902,2.44288779706992,2.16044804178081,1.88227239461616,2.31489515502713,2.12222412050418,1.69520438278234,1.77679466580771,1.77242606430881,1.69465545072688,1.75630902617459
1.51135785761705,1.65858334353641,1.33034714616548,1.26424067905218,1.7085835467798,1.3069757589046,2.06947414209677,1.80347801061968,1.81561503201623,2.14241330900585,2.29217117697321,1.56719293685969,2.22521010719596,2.68111998511307,1.90727945017248,2.77025129231715,2.34457158293306,2.06465531574823,2.18252135021781,3.04848987312754,1.87171062942853,2.52990631851417,3.24756898105166,2.61726963795337,2.22197822618105,2.17928940790774,2.22683740620387,2.12143243262332,3.13229940719029,2.99793211089741,2.44761527737623,2.69055030536294,2.7584183063395,2.2574581847549,2.69342029240391,1.91904110409163,2.27557064673176,2.067112607181,2.36902293980839,2.09751136450929,2.49614181925315,2.28375088642601,2.27331955695441,2.3567745148845,1.74088401059447,2.2737438863651,2.02441693182795,2.18290058728412,1.37224458329498,1.94991046788863,1.86387618069438
1.5127529979532,1.18260439150392,1.49966328708171,1.0608070257935,1.29827140925852,1.66568396386948,1.97153490352635,1.57432649910254,1.92294981204741,1.64222347612958,1.68583036986932,1.64972795700864,1.86211579554918,1.84513579146142,2.05560699029598,2.7123425973565,2.29222746582681,1.92060072646996,2.07407619542675,3.30248786175982,1.27416333237271,2.45078059131083,3.15563515393444,2.86160651520882,2.71948189114554,2.11633062575255,2.55259715590288,2.35992187477537,3.00978460271814,2.62859031914369,2.43456238113139,2.84080938552213,2.34815376325983,2.37349260182482,2.14531940935097,1.74575097057464,2.03554045051345,2.22780414465231,2.68406927020356,1.94817880323488,2.60957196787458,1.83554602302871,2.03510865310644,2.4946154647765,2.41444959937966,2.76472585694402,1.65163446861238,2.22078832445291,1.43597143366192,1.17455801248658,1.89697838488679
0.701393296564454,1.17064930267976,2.11535385884961,1.39196518204215,1.60023982365859,1.57320280264908,1.6734135102614,1.59316611788905,2.39912708876955,1.82674414252155,2.75451801320892,2.11206110457788,2.01703929985903,2.57385478487139,2.25608755906429,3.64323620096818,2.07930033753986,1.51909974906071,2.7389160021876,3.47873743955497,2.34573812417931,2.92392602977026,2.38940152759967,2.84289540501148,2.02724553252405,2.36386824834726,2.25337120375215,2.50335252388439,3.35407424379147,2.53686115462874,1.88213088380745,3.90305069414008,2.18522672900622,1.50892676140685,2.15028328895685,2.35972040859938,1.91717595046583,1.77476825838866,2.27268834905711,1.63744634468647,1.60848847199898,1.18274178828058,2.95010035579789,1.79754314477399,2.61984653862764,3.03860683595968,1.48983777612596,2.23054567776261,1.88714606687898,1.45194634743094,1.57699357460161
1.64416914318051,1.45991024237232,2.25440673091548,1.76503996793372,1.35400920348175,1.65528240818126,1.5124362776073,2.07324678884762,2.26990418856754,1.89817865133519,2.17598325700484,1.74708123534766,2.73427709212529,2.50856175085828,2.69154194079207,3.0505968078092,2.69908057981158,2.1891417860763,2.86374761224297,3.41582523497332,2.67628779043176,3.50305051498134,3.05082276881595,2.48668202460881,2.96608698275383,2.9248216496691,3.20736049028863,2.55810168530204,3.35353110884846,3.10355149486814,2.801866586138,3.05453623044915,1.86142313225863,2.68189113865299,2.48809575523474,2.43926062830442,2.03871848496154,2.59123170976812,3.40142090745889,1.73342905588417,1.75268266671129,2.3832029173483,2.42098352685772,1.42500510143584,3.12389794269165,2.74235269105734,2.0701381765505,2.30961338410788,2.0801957446468,1.23118956263933,1.82947496748427
1.71140484225397,1.79911977182508,1.81903864571534,1.83475395169104,1.73674678019595,2.3022832129431,1.89452394651835,2.53605263788999,2.41721718199394,2.13675081154985,2.57180093246587,2.4316175268018,1.78088263797165,3.04635128195872,3.03437618027244,3.27212239867992,2.98797201888513,2.68198959623049,1.69356266121713,3.21876811564248,3.02480676383985,3.55254366724016,2.98874073637205,3.83767231180418,2.25984278206788,1.77829887149208,2.79498382381044,3.63469084304126,2.96438550559724,2.51238166519365,3.54483218943103,3.62543763873375,3.03412222286499,2.91436404368313,2.50481914522056,2.51129455677832,1.82806427293921,2.25237214736274,3.04326476541937,1.76236688202683,2.70934350370729,2.8249597602382,1.89777686788087,2.79362719153476,2.86510024905048,2.95967626038101,1.62785106304884,1.96613659861848,2.40059329075367,1.56713328734793,2.23651719851589
1.98827011429998,1.44228994235656,2.00559219011443,1.74645721078576,2.51584613220596,2.61086167678324,2.03895215361067,2.94616281909502,2.0472681687444,2.58612588502232,2.97588525345028,1.27255952929957,2.65655583526836,2.94305084402544,3.5314763986058,3.08818301850262,3.29506836334459,2.7822719659431,2.65816009615363,3.80911699502251,3.05569059549933,3.88142823298904,3.9420958779728,4.23060419624233,3.288109119358,3.28722095376803,3.22706217901769,2.0799710224169,3.1809298265454,3.73117383819662,1.96561339389282,4.24714413400298,2.37139868887007,3.48510798043027,3.670442953889,2.5031918897828,2.62430830085959,2.29843704652031,3.8057883915476,3.00039360693551,3.50997679009739,2.43179465877368,3.32332017185974,3.05093481231106,2.89722163442938,2.40843368514792,2.41631415977169,2.27168907415395,2.74102808788647,1.24525842505042,1.89909038029385
