date,Vmax,level,V,perc,Diff.1000,Qin,Qout,Qin_calc,neg_Qin,Qin_calc_interp,Qout_calc,Qin_calc_before_interp
2017-02-05,233,333.29,142.649,61.2227467811159%,-403.00000000002,6.66740855933321,8.441095226,3.77674337414825,NA,3.77674337414825,8.441095226,3.77674337414825
2017-02-06,233,333.107,141.911,60.906008583691%,-738,5.37527529274062,8.931409552,0.389742885333337,NA,0.389742885333337,8.931409552,0.389742885333337
2017-02-07,233,332.97,141.362,60.6703862660944%,-549.000000000007,0.5,7.955669535,1.60150286833326,NA,1.60150286833326,7.955669535,1.60150286833326
2017-02-08,233,333.16,142.125,60.9978540772532%,763.000000000005,16.7866880535186,7.955669535,16.7866880535186,NA,16.7866880535186,7.955669535,16.7866880535186
2017-02-09,233,333.42,143.173,61.4476394849785%,1048,16.7468112131668,8.118660484,20.2482901136297,NA,20.2482901136297,8.118660484,20.2482901136297
2017-02-10,233,333.74,144.462,62.0008583690987%,1289.00000000002,23.2476902941481,7.979597771,22.8985792524813,NA,22.8985792524813,7.979597771,22.8985792524813
2017-02-11,233,334.12,146.006,62.6635193133047%,1543.99999999998,24.3914037581111,7.958428897,25.8287992673705,NA,25.8287992673705,7.958428897,25.8287992673705
2017-02-12,233,334.47,147.451,63.2836909871245%,1444.99999999999,25.7692963974629,8.372940622,25.097477659037,NA,25.097477659037,8.372940622,25.097477659037
2017-02-13,233,334.314,146.807,63.0072961373391%,-643.999999999977,13.6099938476298,8.287004843,0.833301139296233,NA,0.833301139296233,8.287004843,0.833301139296233
2017-02-14,233,334.44,147.327,63.2304721030043%,519.999999999982,7.64022360709245,9.706035077,15.7245535955186,NA,15.7245535955186,9.706035077,15.7245535955186
2017-02-15,233,335.018,149.716,64.2557939914163%,2389.00000000001,39.2578862599631,11.607423297,39.2578862599631,NA,39.2578862599631,11.607423297,39.2578862599631
2017-02-16,233,335.69,152.566,65.4789699570815%,2849.99999999999,44.047226899037,12.635189862,45.621300973111,NA,45.621300973111,12.635189862,45.621300973111
2017-02-17,233,336.3,155.179,66.6004291845494%,2613,44.5450640236849,11.527646651,41.7707022065555,NA,41.7707022065555,11.527646651,41.7707022065555
2017-02-18,233,336.93,157.907,67.7712446351931%,2728.00000000001,40.3584442176112,9.101049669,40.6751237430742,NA,40.6751237430742,9.101049669,40.6751237430742
2017-02-19,233,337.61,160.925,69.0665236051502%,3018,40.7147401523706,7.717416657,42.6479722125556,NA,42.6479722125556,7.717416657,42.6479722125556
2017-02-20,233,338.09,163.07,69.9871244635193%,2144.99999999998,36.0683127821851,8.695225722,33.5216146108887,NA,33.5216146108887,8.695225722,33.5216146108887
2017-02-21,233,338.57,165.259,70.9266094420601%,2189.00000000002,32.1184343224076,7.836026915,33.1716750631481,NA,33.1716750631481,7.836026915,33.1716750631481
2017-02-22,233,339.06,167.501,71.8888412017167%,2241.99999999999,33.8582868277409,7.785112962,33.7341870360743,NA,33.7341870360743,7.785112962,33.7341870360743
2017-02-23,233,339.6,170.028,72.9733905579399%,2527.00000000002,39.067266645037,8.065385858,37.313071043185,NA,37.313071043185,8.065385858,37.313071043185
2017-02-24,233,340.146,172.601,74.0776824034335%,2572.99999999998,36.9934956758704,8.731897493,38.5119900855927,NA,38.5119900855927,8.731897493,38.5119900855927
2017-02-25,233,340.48,174.204,74.7656652360515%,1603.00000000001,31.8056879944816,10.608615263,29.1618560037408,NA,29.1618560037408,10.608615263,29.1618560037408
2017-02-26,233,340.78,175.644,75.3836909871245%,1440,26.5463726794629,8.895306904,25.5619735706666,NA,25.5619735706666,8.895306904,25.5619735706666
2017-02-27,233,340.88,176.124,75.5896995708155%,479.99999999999,21.4691608910742,9.054841192,14.6103967475554,NA,14.6103967475554,9.054841192,14.6103967475554
2017-02-28,233,341.21,177.737,76.281974248927%,1613,18.1309798209073,8.292936476,26.9619179574815,NA,26.9619179574815,8.292936476,26.9619179574815
2017-03-01,233,341.51,179.219,76.918025751073%,1482.00000000003,27.217545011574,9.13,26.2827777777778,NA,26.2827777777778,9.13,26.2827777777778
2017-03-02,233,341.63,179.812,77.1725321888412%,592.999999999989,16.0725631689258,9.209137243,16.0725631689261,NA,16.0725631689261,9.209137243,16.0725631689261
2017-03-03,233,341.46,178.972,76.812017167382%,-840.000000000003,3.43777777777774,13.16,3.43777777777774,NA,3.43777777777774,13.16,3.43777777777774
2017-03-04,233,341.308,178.222,76.4901287553648%,-750,0.819444444444445,9.5,0.819444444444445,NA,0.819444444444445,9.5,0.819444444444445
2017-03-05,233,341.16,177.49,76.1759656652361%,-731.999999999999,2.29196237309245,10.256211343,1.78398912077779,NA,1.78398912077779,10.256211343,1.78398912077779
2017-03-06,233,341.05,176.947,75.9429184549356%,-543.000000000006,0.880368069999751,9.171383695,2.8866614727777,NA,2.8866614727777,9.171383695,2.8866614727777
2017-03-07,233,341.15,177.441,76.1549356223176%,494,5.17193662125956,8.353279862,14.0708724545926,NA,14.0708724545926,8.353279862,14.0708724545926
2017-03-08,233,341.39,178.627,76.6639484978541%,1186.00000000001,20.0667392754072,8.880838743,22.6076905948519,NA,22.6076905948519,8.880838743,22.6076905948519
2017-03-09,233,341.26,177.984,76.387982832618%,-643.000000000001,1.35908053837036,8.801210168,1.35908053837036,NA,1.35908053837036,8.801210168,1.35908053837036
2017-03-10,233,341.28,178.083,76.4304721030043%,98.9999999999895,9.85235895733321,8.706525624,9.85235895733321,NA,9.85235895733321,8.706525624,9.85235895733321
2017-03-11,233,341.46,178.972,76.812017167382%,889.00000000001,16.089747892111,8.698536156,18.987888007852,NA,18.987888007852,8.698536156,18.987888007852
2017-03-12,233,341.39,178.627,76.6639484978541%,-344.999999999999,15.2155233915371,8.735327917,4.74227236144446,NA,4.74227236144446,8.735327917,4.74227236144446
2017-03-13,233,341.25,177.935,76.3669527896996%,-692.000000000007,0.184881365740674,9.2,1.19074074074066,NA,1.19074074074066,9.2,1.19074074074066
2017-03-14,233,341.08,177.095,76.0064377682403%,-840.000000000003,0.0507555324072584,9.05,8.90905717737032,negative,8.90905717737032,18.6312793995926,NA
2017-03-15,233,341.222,177.797,76.3077253218884%,701.999999999998,6.65048157696297,8.502373614,16.627373614,NA,16.627373614,8.502373614,16.627373614
2017-03-16,233,341.36,178.478,76.6%,681.000000000012,18.6776254456301,9.066723316,16.9486677604446,NA,16.9486677604446,9.066723316,16.9486677604446
2017-03-17,233,341.56,179.466,77.0240343347639%,988,17.1459497222217,9.28,20.7151851851852,NA,20.7151851851852,9.28,20.7151851851852
2017-03-18,233,341.7,180.158,77.3210300429185%,692.000000000007,16.7204194362593,8.711160177,16.720419436259,NA,16.720419436259,8.711160177,16.720419436259
2017-03-19,233,341.7,180.158,77.3210300429185%,0,6.61221194912932,8.554647007,8.554647007,NA,8.554647007,8.554647007,8.554647007
2017-03-20,233,341.89,181.097,77.7240343347639%,938.999999999993,19.6436252657594,9.340850694,20.2089062495558,NA,20.2089062495558,9.340850694,20.2089062495558
2017-03-21,233,342.22,182.758,78.4369098712446%,1661,24.0744975865927,9.293601244,28.5181382810371,NA,28.5181382810371,9.293601244,28.5181382810371
2017-03-22,233,342.42,183.774,78.8729613733906%,1015.99999999999,22.4942426063701,9.886740361,21.6459996202592,NA,21.6459996202592,9.886740361,21.6459996202592
2017-03-23,233,342.46,183.977,78.9600858369099%,203.000000000003,15.4918719850373,9.900549323,12.2500863600371,NA,12.2500863600371,9.900549323,12.2500863600371
2017-03-24,233,342.75,185.45,79.5922746781116%,1472.99999999998,20.4323698801295,9.934202438,26.9828135491109,NA,26.9828135491109,9.934202438,26.9828135491109
2017-03-25,233,343.308,188.331,80.8287553648069%,2881.00000000003,39.1395369490185,9.692681243,43.0375886504074,NA,43.0375886504074,9.692681243,43.0375886504074
2017-03-26,233,344.82,196.362,84.2755364806867%,8031.00000000001,79.0345546816295,12.471331302,105.422720190889,NA,105.422720190889,12.471331302,105.422720190889
2017-03-27,233,346.014,202.96,87.1072961373391%,6597.99999999999,98.3693800787039,11.599672,87.9654127407409,NA,87.9654127407409,11.599672,87.9654127407409
2017-03-28,233,346.63,206.49,88.6223175965665%,3530,68.8828090418332,10.969598521,51.8260800024815,NA,51.8260800024815,10.969598521,51.8260800024815
2017-03-29,233,347.12,209.318,89.8360515021459%,2828,37.8378199602037,8.195611569,40.9270930504815,NA,40.9270930504815,8.195611569,40.9270930504815
2017-03-30,233,347.5,211.56,90.7982832618026%,2241.99999999999,36.2785168674444,8.494630548,34.443704622074,NA,34.443704622074,8.494630548,34.443704622074
2017-03-31,233,347.54,211.796,90.8995708154506%,236.000000000018,26.7320739191667,10.124603815,12.8560852964814,NA,12.8560852964814,10.124603815,12.8560852964814
2017-04-01,233,347.57,211.973,90.9755364806867%,176.999999999993,12.7681899385185,8.507082045,10.5556931561114,NA,10.5556931561114,8.507082045,10.5556931561114
2017-04-02,233,347.51,211.619,90.8236051502146%,-354.000000000013,5.08058123316685,8.053591129,3.95636890677762,NA,3.95636890677762,8.053591129,3.95636890677762
2017-04-03,233,347.66,212.504,91.2034334763949%,885.000000000019,13.2450407766665,7.85646536,18.0995209155555,NA,18.0995209155555,7.85646536,18.0995209155555
2017-04-04,233,348.37,216.767,93.0330472103004%,4263.00000000001,31.3797037798891,8.517411141,57.8576889187778,NA,57.8576889187778,8.517411141,57.8576889187778
2017-04-05,233,348.51,217.621,93.3995708154506%,853.999999999985,47.4898482796293,9.880899275,19.7651585342594,NA,19.7651585342594,9.880899275,19.7651585342594
2017-04-06,233,348.398,216.938,93.1064377682403%,-682.999999999993,7.07058380877799,10.533040406,2.62794781340716,NA,2.62794781340716,10.533040406,2.62794781340716
2017-04-07,233,348.23,215.913,92.6665236051502%,-1025.00000000001,0,9.931091697,2.02357027970355,negative,2.02357027970355,13.8869962056292,NA
2017-04-08,233,348.06,214.876,92.2214592274678%,-1037.00000000001,0,10.692331563,1.41919274599995,negative,1.41919274599995,13.4215075608148,NA
2017-04-09,233,347.93,214.097,91.8871244635193%,-778.999999999996,0,9.831018916,0.814815212296338,NA,0.814815212296338,9.831018916,0.814815212296338
2017-04-10,233,347.79,213.271,91.5326180257511%,-825.999999999993,0.807941311574099,9.9383988,0.378213614814563,NA,0.378213614814563,9.9383988,0.378213614814563
2017-04-11,233,347.64,212.386,91.1527896995708%,-884.999999999991,0,9.967456059,1.08600640885168,negative,1.08600640885168,11.3290619644071,NA
2017-04-12,233,347.47,211.383,90.7223175965665%,-1003.00000000001,0.695231746592444,11.207706029,1.7937992028888,negative,1.7937992028888,13.4025954991849,NA
2017-04-13,233,347.36,210.734,90.4437768240343%,-649.000000000001,0,10.013166071,2.50159199692592,NA,2.50159199692592,10.013166071,2.50159199692592
2017-04-14,233,347.26,210.144,90.1905579399142%,-590.000000000003,2.91911511405576,9.336416746,2.50771304229626,NA,2.50771304229626,9.336416746,2.50771304229626
2017-04-15,233,347.14,209.436,89.88669527897%,-707.999999999998,2.89435143859241,9.159984471,0.965540026555573,NA,0.965540026555573,9.159984471,0.965540026555573
2017-04-16,233,347.01,208.669,89.5575107296137%,-766.999999999996,0,8.86831941,0.543485408111038,negative,0.543485408111038,9.42080022292581,NA
2017-04-17,233,346.88,207.922,89.2369098712446%,-747.000000000014,0.666818833648005,8.767264123,0.121430789666503,NA,0.121430789666503,8.767264123,0.121430789666503
2017-04-18,233,346.73,207.063,88.8682403433477%,-858.99999999998,1.00107440209262,9.541093372,2.59438990372219,negative,2.59438990372219,12.5365195333519,NA
2017-04-19,233,346.64,206.547,88.6467811158798%,-516.00000000002,3.52116525620385,11.03957124,5.06734901777788,NA,5.06734901777788,11.03957124,5.06734901777788
2017-04-20,233,346.48,205.63,88.2532188841202%,-917.000000000002,1.45256180255547,10.729784997,0.116359071074054,NA,0.116359071074054,10.729784997,0.116359071074054
2017-04-21,233,346.34,204.828,87.9090128755365%,-801.999999999993,0.254025464981479,10.032510546,0.750103138592678,NA,0.750103138592678,10.032510546,0.750103138592678
2017-04-22,233,346.16,203.797,87.4665236051502%,-1031.00000000001,0.641828302055311,10.663449309,3.30987059094443,negative,3.30987059094443,15.2427409613149,NA
2017-04-23,233,346.09,203.396,87.2944206008584%,-400.999999999982,0,10.510841747,5.86963804329618,NA,5.86963804329618,10.510841747,5.86963804329618
2017-04-24,233,346.08,203.338,87.2695278969957%,-57.9999999999927,9.19608503777768,9.86517101,9.19387471370379,NA,9.19387471370379,9.86517101,9.19387471370379
2017-04-25,233,346.39,205.115,88.0321888412017%,1776.99999999999,21.0086906719816,10.816070753,31.3832003826298,NA,31.3832003826298,10.816070753,31.3832003826298
2017-04-26,233,346.46,205.516,88.2042918454936%,401.00000000001,25.9465635516295,11.238808922,15.8800126257035,NA,15.8800126257035,11.238808922,15.8800126257035
2017-04-27,233,346.44,205.401,88.1549356223176%,-115.000000000009,11.9682442651113,11.452434404,10.1214158854817,NA,10.1214158854817,11.452434404,10.1214158854817
2017-04-28,233,346.44,205.401,88.1549356223176%,0,12.1517953042037,12.306518163,12.306518163,NA,12.306518163,12.306518163,12.306518163
2017-04-29,233,346.52,205.86,88.3519313304721%,459.000000000003,9.64510237105555,10.699870253,16.012370253,NA,16.012370253,10.699870253,16.012370253
2017-04-30,233,346.38,205.057,88.0072961373391%,-802.999999999997,8.84746606055548,8.624745505,9.28783258216671,negative,9.28783258216671,18.5818140636485,NA
2017-05-01,233,346.27,204.427,87.7369098712446%,-629.999999999995,0.81532840670396,9.854961578,2.56329491133338,NA,2.56329491133338,9.854961578,2.56329491133338
2017-05-02,233,346.17,203.854,87.4909871244635%,-573.000000000008,0.519756780999824,9.240058031,2.6081135865558,NA,2.6081135865558,9.240058031,2.6081135865558
2017-05-03,233,346.02,202.995,87.1223175965665%,-859.000000000009,5.10701652651842,10.212750508,0.270620878370266,NA,0.270620878370266,10.212750508,0.270620878370266
2017-05-04,233,345.88,202.214,86.7871244635193%,-781.000000000006,-0.00123135416666997,9.8,0.76064814814808,NA,0.76064814814808,9.8,0.76064814814808
2017-05-05,233,345.74,201.437,86.4536480686695%,-776.999999999987,1.23666756090737,10.606804841,1.6137492854446,NA,1.6137492854446,10.606804841,1.6137492854446
2017-05-06,233,346.03,203.052,87.1467811158798%,1615.00000000001,16.6927256887593,10.498867992,29.1909976216294,NA,29.1909976216294,10.498867992,29.1909976216294
2017-05-07,233,345.95,202.603,86.9540772532189%,-449.000000000012,14.6409204537592,10.059998382,4.86323912274093,NA,4.86323912274093,10.059998382,4.86323912274093
2017-05-08,233,345.85,202.048,86.7158798283262%,-555.000000000007,8.38936470698148,10.706510413,4.28289930188881,NA,4.28289930188881,10.706510413,4.28289930188881
2017-05-09,233,346.16,203.797,87.4665236051502%,1749,11.2927614288518,10.143632702,30.3866882575555,NA,30.3866882575555,10.143632702,30.3866882575555
2017-05-10,233,346.8,207.464,89.0403433476395%,3667,56.5393541610557,10.984803293,53.4269329226296,NA,53.4269329226296,10.984803293,53.4269329226296
2017-05-11,233,346.62,206.433,88.5978540772532%,-1030.99999999998,0.0671296296298891,12,0.0671296296295605,NA,0.0671296296295605,12,0.0671296296295605
2017-05-12,233,346.47,205.573,88.2287553648069%,-860.000000000014,2.41243096657417,12.106883455,2.15317975129647,NA,2.15317975129647,12.106883455,2.15317975129647
2017-05-13,233,346.29,204.542,87.7862660944206%,-1031.00000000001,0.0368971874998909,11.6,1.12450654231491,negative,1.12450654231491,13.0573769126853,NA
2017-05-14,233,346.1,203.453,87.3188841201717%,-1089,0.0958333333333492,12.7,0.0958333333333474,NA,0.0958333333333474,12.7,0.0958333333333474
2017-05-15,233,345.92,202.436,86.8824034334764%,-1017,0.794626344963126,12.177366507,0.406533173666714,NA,0.406533173666714,12.177366507,0.406533173666714
2017-05-16,233,345.75,201.493,86.4776824034335%,-942.999999999984,0.73381172770357,12.117998649,1.20364679714801,NA,1.20364679714801,12.117998649,1.20364679714801
2017-05-17,233,345.56,200.438,86.0248927038627%,-1055.00000000001,1.12019766825939,12.885927159,0.675279010851773,NA,0.675279010851773,12.885927159,0.675279010851773
2017-05-18,233,345.37,199.384,85.5725321888412%,-1054,1.69049885011086,13.781307114,1.5822330399259,NA,1.5822330399259,13.781307114,1.5822330399259
2017-05-19,233,345.13,198.052,85.0008583690987%,-1331.99999999999,0.362024856407603,14.302273699,9.51610611529627,negative,9.51610611529627,24.9327727819629,NA
2017-05-20,233,345.19,198.385,85.1437768240344%,332.999999999998,3.17396164437048,13.595812524,17.4499791906666,NA,17.4499791906666,13.595812524,17.4499791906666
2017-05-21,233,345.24,198.662,85.262660944206%,276.999999999987,20.4627280775923,13.10330486,16.3093233785187,NA,16.3093233785187,13.10330486,16.3093233785187
2017-05-22,233,345.11,197.941,84.9532188841202%,-721.000000000004,10.5956814752965,13.724820804,5.37991339659255,NA,5.37991339659255,13.724820804,5.37991339659255
2017-05-23,233,345.16,198.218,85.0721030042918%,277.000000000015,11.964309140148,14.274341617,17.4803601355184,NA,17.4803601355184,14.274341617,17.4803601355184
2017-05-24,233,344.94,197.007,84.5523605150215%,-1211.00000000001,8.03618958548127,13.097676854,15.0596622061665,negative,15.0596622061665,29.0758659098701,NA
2017-05-25,233,344.922,196.91,84.5107296137339%,-97.0000000000084,2.34635721662974,13.761649462,12.6389642768147,NA,12.6389642768147,13.761649462,12.6389642768147
2017-05-26,233,345.33,199.162,85.4772532188841%,2252.00000000001,32.6860456665557,15.275423236,41.3402380508149,NA,41.3402380508149,15.275423236,41.3402380508149
2017-05-27,233,345.54,200.327,85.9772532188841%,1164.99999999999,38.5179373678148,15.568356928,29.0521532242962,NA,29.0521532242962,15.568356928,29.0521532242962
2017-05-28,233,345.396,199.528,85.6343347639485%,-798.999999999978,13.6797312010557,15.526318458,6.27863327281474,NA,6.27863327281474,15.526318458,6.27863327281474
2017-05-29,233,345.23,198.607,85.2390557939914%,-921.000000000021,4.44128356272217,16.038023528,5.37830130577787,NA,5.37830130577787,16.038023528,5.37830130577787
2017-05-30,233,345.3,198.995,85.4055793991416%,388.000000000005,13.2868775706851,17.006535823,21.4972765637408,NA,21.4972765637408,17.006535823,21.4972765637408
2017-05-31,233,345.43,199.717,85.7154506437768%,722.000000000008,26.0668562360555,17.249380993,25.6058624744816,NA,25.6058624744816,17.249380993,25.6058624744816
2017-06-01,233,345.24,198.662,85.262660944206%,-1055.00000000001,13.0448838771295,18.044361435,5.83371328685177,NA,5.83371328685177,18.044361435,5.83371328685177
2017-06-02,233,345.12,197.996,84.9768240343348%,-665.999999999997,8.15269916944473,18.083254725,10.3749213916667,NA,10.3749213916667,18.083254725,10.3749213916667
2017-06-03,233,345.01,197.386,84.7150214592275%,-610.000000000014,14.0399931113888,18.48098141,11.4207962248147,NA,11.4207962248147,18.48098141,11.4207962248147
2017-06-04,233,344.77,196.093,84.1600858369099%,-1292.99999999998,5.40198912516677,18.257409646,3.29213186822215,NA,3.29213186822215,18.257409646,3.29213186822215
2017-06-05,233,344.53,194.801,83.6055793991416%,-1292,3.99169620849968,18.257409646,3.30370594229628,NA,3.30370594229628,18.257409646,3.30370594229628
2017-06-06,233,344.05,192.219,82.4974248927039%,-2581.99999999999,5.73683138616699,26.532565032,26.927433711889,negative,26.927433711889,56.8116929711481,NA
2017-06-07,233,344.42,194.21,83.3519313304721%,1990.99999999999,33.4037286805551,27.50718,50.5511614814816,NA,50.5511614814816,27.50718,50.5511614814816
2017-06-08,233,344.559529617,194.956277778,83.6722222223176%,746.277778000007,44.2133330092597,15.94,24.5774742824072,NA,24.5774742824072,15.94,24.5774742824072
2017-06-09,233,344.712100694,195.781121528,84.0262324154506%,824.843749999985,26.0968026620369,16.55,26.0968026620372,NA,26.0968026620372,16.55,26.0968026620372
2017-06-10,233,344.91,196.846,84.4832618025751%,1064.878472,22.2807116179999,16.449427868,28.7744101828149,NA,28.7744101828149,16.449427868,28.7744101828149
2017-06-11,233,344.73,195.877,84.0673819742489%,-968.999999999994,12.5440735154815,14.979009534,3.76373175622229,NA,3.76373175622229,14.979009534,3.76373175622229
2017-06-12,233,344.65,195.447,83.8828326180257%,-430.000000000007,14.3315250267779,16.134227249,11.1573753971481,NA,11.1573753971481,16.134227249,11.1573753971481
2017-06-13,233,344.84,196.469,84.3214592274678%,1022.00000000002,12.1074635738331,16.802076803,28.6307805067036,NA,28.6307805067036,16.802076803,28.6307805067036
2017-06-14,233,344.94,197.007,84.5523605150215%,537.999999999983,15.4306551942593,17.294040935,23.520892786852,NA,23.520892786852,17.294040935,23.520892786852
2017-06-15,233,345.02,197.441,84.7386266094421%,433.999999999998,19.9938236539072,18.415891559,23.4390397071481,NA,23.4390397071481,18.415891559,23.4390397071481
2017-06-16,233,344.79,196.2,84.206008583691%,-1241.00000000001,15.9722594784076,19.180890196,4.81746427007391,NA,4.81746427007391,19.180890196,4.81746427007391
2017-06-17,233,344.56,194.963,83.6751072961373%,-1236.99999999997,2.93266056657385,18.995104305,4.67797467537043,NA,4.67797467537043,18.995104305,4.67797467537043
2017-06-18,233,344.27,193.403,83.0055793991416%,-1560,2.70274169127771,18.108758601,0.0532030454444197,NA,0.0532030454444197,18.108758601,0.0532030454444197
2017-06-19,233,344.03,192.111,82.4510729613734%,-1292,0.277051555500499,18.246002493,3.29229878929628,NA,3.29229878929628,18.246002493,3.29229878929628
2017-06-20,233,344.05,192.219,82.4974248927039%,108.000000000004,11.8187167944999,18.576730232,19.826730232,NA,19.826730232,18.576730232,19.826730232
2017-06-21,233,343.95,191.689,82.2699570815451%,-530.000000000001,18.2694442733146,19.371995396,13.2377361367407,NA,13.2377361367407,19.371995396,13.2377361367407
2017-06-22,233,344.084,192.402,82.5759656652361%,712.999999999994,18.9510508349633,19.806849122,28.0591639368147,NA,28.0591639368147,19.806849122,28.0591639368147
2017-06-23,233,344.19,192.972,82.8206008583691%,569.999999999993,27.1836969615367,19.619115237,26.2163374592225,NA,26.2163374592225,19.619115237,26.2163374592225
2017-06-24,233,344.39,194.048,83.2824034334764%,1075.99999999999,32.9325542579076,19.156954663,31.6106583667036,NA,31.6106583667036,19.156954663,31.6106583667036
2017-06-25,233,344.29,193.51,83.0515021459227%,-538.000000000011,18.2980218668887,17.945092978,11.718241126148,NA,11.718241126148,17.945092978,11.718241126148
2017-06-26,233,344.35,193.833,83.1901287553648%,323.000000000007,16.5352688019258,17.269097251,21.007523176926,NA,21.007523176926,17.269097251,21.007523176926
