date,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,V29,V30,V31,V32,V33,V34,V35,V36,V37,V38,V39,V40,V41,V42,V43,V44,V45,V46,V47,V48,V49,V50,V51
2023-11-01,2.14279006373574,2.14278863997582,2.14277661850183,2.14277605293931,2.14278820299298,2.14280813955668,2.14278130423605,2.14280116909367,2.14280135610202,2.14279206827241,2.14279170905632,2.14280469974139,2.1428179805573,2.14278808449383,2.14279162122201,2.14279045913927,2.14280194454904,2.1428121472349,2.1427844200174,2.14278130167573,2.14278276215439,2.14279904476348,2.14278019359733,2.1427802648718,2.14277392547866,2.14277764452969,2.14279927359796,2.14275810967031,2.14276425983575,2.14275754264944,2.1427514980522,2.1427449397627,2.14274766515682,2.14274147167913,2.1427728845704,2.14275169529317,2.14275097896905,2.14272818965124,2.14274518187448,2.14273070255477,2.14272273278995,2.1427251836474,2.14271131484855,2.14272944014497,2.14272864010881,2.14272211935997,2.14271398970113,2.14270067576973,2.14272398417662,2.14269750291466,2.14270085321553
2023-11-02,2.0797277236663,2.09177997284414,2.09695139206606,2.09669187416788,2.10741221216594,2.08256109254643,2.11076771803314,2.09177128662841,2.09360373763671,2.10804255260585,2.12260454482975,2.07110201930169,2.09389973029635,2.06747840427914,2.1001657699582,2.10363318274219,2.10000676357994,2.10338186837514,2.08964466387509,2.08044331903818,2.10795547474872,2.08766194906554,2.10302018826086,2.07826925851445,2.1266095719363,2.08059176163007,2.12956897102888,2.07371657549558,2.07935140023196,2.08537547108661,2.08163348721407,2.07694389407261,2.12301300612481,2.08014823926375,2.10389121471801,2.10665304198861,2.06951349309511,2.1156179918,2.06606359512876,2.06643789967246,2.0625007753688,2.07255837317007,2.07077970300139,2.06806727915899,2.05709581316133,2.07728836280817,2.06009528079838,2.07261616893542,2.08295574792264,2.07060115322936,2.08155683298558
2023-11-03,2.13626521998977,2.23118258206668,2.23693074677959,2.23540604818876,2.29905883335765,2.15216977158417,2.31948445940533,2.21097584326837,2.21663904263219,2.30277418954702,2.40053219548191,2.08681355788999,2.21797821272438,2.06675169378242,2.25565883733434,2.2763332024069,2.2555121007375,2.27433561247258,2.19380954349892,2.14322952338428,2.30249438917813,2.18191826777668,2.27291517948207,2.13677182127778,2.41804873725233,2.14151289468648,2.43468851162673,2.10263306178484,2.13943087039493,2.16959549854391,2.14808782773474,2.1213212583732,2.39519823384591,2.13973797007623,2.27829088933397,2.29532175898463,2.07897316718159,2.35023074088705,2.05972428204666,2.06213786709608,2.04027669912491,2.09675917139622,2.09554829532238,2.07130410017173,2.01020198100357,2.12375772888659,2.02708397203641,2.09771658548895,2.15630165151018,2.08630050146464,2.14873556954142
2023-11-04,2.11890615328854,2.36810473557622,2.25876749702646,2.26009751102144,2.34600424455943,2.14102957082944,2.37485893835066,2.24443748495041,2.23064143981365,2.35130970877163,2.52919359060984,2.05777969963228,2.25209988355803,2.02345533171646,2.29094209939666,2.31403520225287,2.2904466306053,2.31141164118382,2.1986538813404,2.13975160470144,2.35103198161105,2.18214512523963,2.30919790595272,2.15709618235393,2.52018292291591,2.12616328626238,2.53898933664006,2.07239388155204,2.14327022334514,2.16500547957886,2.13508434819229,2.09812430504148,2.48211684978788,2.12335619688859,2.31668539673155,2.3403388294677,2.03977761555262,2.41800501072485,2.01354035612541,2.01679437461446,1.98976414364301,2.06403790944383,2.09847038274511,2.0292252623558,1.94618398648352,2.10112337566398,1.96888770528242,2.06572764557061,2.14613253361902,2.04967505529065,2.13550269687797
2023-11-05,2.02717118145514,2.358786377268,2.15688746567526,2.17380110689876,2.23772763716702,2.05630076838226,2.26444913007753,2.15601844724095,2.13138846537012,2.24711593926962,2.42864105310589,2.00142783450972,2.24120514667477,1.9384774310927,2.21317800926677,2.20821866070974,2.20496133626356,2.20630049913648,2.10132440416455,2.0529002894652,2.24268084872476,2.08597384473587,2.20357928828264,2.1008607279849,2.4013091385884,2.03398216462403,2.41616126768666,1.98344347996172,2.06074861736664,2.06988370448999,2.0417438704495,2.0074730851165,2.36259928927046,2.03048612419194,2.21030234963986,2.23135951748057,1.95273659229805,2.30305742896735,1.92830365688823,1.93124401225968,1.91907793095167,1.97490266527573,2.02727462828412,1.94261409690857,1.86575710292626,2.00931189084501,1.88648619442483,1.97690502787256,2.05118282101721,1.96141476921543,2.04098197693556
2023-11-06,1.98278082192001,2.30283012371476,2.09466013469507,2.10230095741368,2.16048353955422,2.05280907617603,2.20057186084319,2.06916722790877,2.10100907644849,2.19296703924837,2.36841070623082,1.93625138388636,2.24150927695903,1.8991869707382,2.14663000369189,2.13136618029424,2.18417534864843,2.14575176001574,2.06371729315144,2.01376905283433,2.17767096875467,2.02056945345911,2.13114959691368,2.09451003270617,2.30568876532443,1.95597243518929,2.33407636029235,1.92247931197127,2.00663536200405,2.00820807710457,1.96620699207602,1.92950862380712,2.27634982360197,1.95612095310929,2.12451046389722,2.16529783370778,1.87826656065864,2.20872524384876,1.85310319981825,1.87257836660081,1.86709559214824,1.90291320253134,1.94130882931756,1.89127094230138,1.81089285394589,1.9467744896216,1.82741280955005,1.89951776977332,1.96547409865694,1.87921985542904,1.95296296255159
2023-11-07,2.09338296962762,2.35190683468569,2.15392716740044,2.08788459408282,2.17063452757099,2.20675553199061,2.28095730137881,2.01300177413471,2.32370842936623,2.22970434579466,2.51972044782206,1.86795536765469,2.39906145718585,2.01633528805689,2.13712462435361,2.13537147924629,2.22575218315883,2.2232864234321,2.22808099888064,2.15552331572385,2.24560839150481,2.04592223070511,2.15494955521836,2.12027509016189,2.27644479139936,1.90993939583909,2.37055152132464,1.9454868526108,2.07961269922068,2.04774440591524,1.93572018584903,1.87889700845429,2.28313441309919,1.929701390138,2.08931576813411,2.23183106779044,1.83224482470699,2.16372269315491,1.79843334268272,1.90315191628723,1.88548370726023,1.87542464648655,1.86177135970402,1.95176275178178,1.83268479243047,1.97201571723573,1.83656630100058,1.84677211243141,1.89532908241822,1.80258858041691,1.87097350457729
2023-11-08,2.10585504922661,2.32386735866674,2.137903583685,2.04788090928226,2.12969362292664,2.22776326872917,2.27124827613739,1.9455052508102,2.47246798342636,2.19466483104787,2.56727168397312,1.7995328769907,2.42685940933275,2.05833003805235,2.08811494034315,2.09279318258387,2.20592234688016,2.21453938410826,2.28554089527266,2.182217120935,2.23088411013582,2.0166934856278,2.12707383244365,2.07564637488048,2.2127791614579,1.85038726464926,2.33537235231887,1.92176491887776,2.07310189476291,2.03540966169339,1.88236796256811,1.81798466152837,2.23574243597664,1.87833918379636,2.02880686896285,2.21568241396119,1.77440996051028,2.09532571736146,1.73821327081215,1.91560260649817,1.8573090678449,1.82499258014934,1.78722707068964,1.94212057104599,1.80819006914931,1.94390328244674,1.80532773523783,1.78515401681646,1.82400956632781,1.73075872571078,1.79433116423952
2023-11-09,2.0161877245541,2.21906296329305,2.08501774625954,1.96832128531246,2.03854605312661,2.13062551918583,2.17025631034331,1.86703167849909,2.45748720671904,2.09929922053998,2.46125109810794,1.73082113404806,2.32457658402459,1.98547461551521,2.00052774628737,2.00447306255693,2.12235465079744,2.11823294994238,2.34262693275787,2.08751899580547,2.13275878109165,1.93325916067298,2.06212436558076,2.00536495231624,2.11582526971658,1.77769685207462,2.22935916010053,1.84604543202665,2.01726988707681,1.99607666666629,1.80675371909071,1.7471079508127,2.13532335508068,1.80270973064924,1.94376095251616,2.11623452764653,1.70502326660114,2.00437978871803,1.67396163328289,1.85744016699664,1.7827898238887,1.75215890823889,1.74938325404282,1.86126503863841,1.7372849261301,1.86258821441177,1.73392528844997,1.71505829328446,1.75118131181281,1.6631414076475,1.72243990123117
2023-11-10,2.04569949628384,2.1220594741605,2.17965340095205,1.88869426064363,1.95384755198366,2.05060831959179,2.09939867115465,1.79380050085075,2.37563227585228,2.01781603414316,2.34731639205235,1.66663473542808,2.23116010754452,1.90470217589043,1.94508441845138,1.92849764520281,2.03325915188998,2.02898615938465,2.85024519925731,2.00249393806306,2.09115062202988,1.92468301832408,2.01964123795419,1.93212056030221,2.02579293424571,1.73015560289895,2.13126617216537,1.7732217532719,2.11888363723638,1.95801625777294,1.76473359563221,1.68072094491724,2.04195464461261,1.7319041126618,1.90712208196528,2.02384546996866,1.63975471015934,1.9375468860486,1.61246564970188,1.80203961066988,1.71293013028362,1.68389751506319,1.84565492465732,1.79206344730007,1.67053909975324,1.7863416540862,1.68663054782567,1.64956962324855,1.69056449911469,1.59947375519384,1.70418075106045
